SKU,Product,Shipments with extra charge,Extra charged ($),By service,By type
PS1010WHT882PK,Americanflat 10x10 Picture Frame with Polished Plexiglass - Set of 2 - Use as 8x8 Frame with Mat or Display 10x10 Photo Without Mat - Galleria,12,4.58,FedEx (service not itemized) $4.58,Billed above label cost $4.58
PS1620WH11142PK,"Americanflat 16x20 Picture Frame with Mat for 11x14, White, 2 Pack",2,4.57,USPS Ground Advantage $4.23; UPS Ground Saver $0.34,Carrier re-rate after label $4.57
PILL2020BLKABST001,"Americanflat 20x20 Decorative Throw Pillow with Sewn-in Insert - Soft Square All-in-One Cushion for Sofa, Couch or Bed - Grey and White",2,4.52,FedEx (service not itemized) $4.52,Billed above label cost $4.52
MW1319LWOOD,Americanflat 13x19 Picture Frame in Light Wood - Composite Wood with Shatter Resistant Glass,3,4.48,UPS Ground Saver $4.48,Carrier re-rate after label $4.48
MP-MDF-1319-BLACK,Americanflat Gallery Picture Frame - Wood Molding with Glass Front,3,4.48,UPS Ground Saver $4.48,Carrier re-rate after label $4.48
WB2335BLK,Epic Poster Frame - 23x35 / Black,1,4.45,FedEx (service not itemized) $4.45,Billed above label cost $4.45
MP-PES-PILL-CREAM-2020-LINES001,Americanflat 20x20 Striped Pattern Throw Pillow with Premium Polyester - Cream,1,4.44,UPS Ground Saver $4.44,Carrier re-rate after label $4.44
422930238105436186,Americanflat Picture Frame with Wide Molding with Mat - Modern Wide Picture Frame - Plexiglass Cover - Hanging Hardware - Includes Easel,2,4.42,UPS Ground Saver $4.42,Carrier re-rate after label $4.42
MW1414WALNUT,Signature Matted Picture Frame - 14x14 / Walnut / 1 Pack,2,4.42,UPS Ground Saver $4.42,Carrier re-rate after label $4.42
LX0824BLKNOMAT,Picture Frame | Slim Molding | Streamline Collection - 8x24 / Black,4,4.4,UPS Ground Saver $4.12; FedEx (service not itemized) $0.28,Carrier re-rate after label $4.12; Billed above label cost $0.28
392143502274052097,Americanflat Picture Frame with Oversized Mat,1,4.38,UPS Ground Saver $4.38,Carrier re-rate after label $4.38
MP-MDF-WB-1218-BLACK,Gallery Poster Frame with Wood Grain Finish | Epic Collection - 12x18 / Black,1,4.38,UPS (service not itemized) $4.38,Billed above label cost $4.38
LX0808BLKNOMAT,Picture Frame | Slim Molding | Streamline Collection - 8x8 / Black,4,4.37,UPS Ground Saver $3.56; FedEx (service not itemized) $0.81,Carrier re-rate after label $3.56; Billed above label cost $0.81
PS1218WH11172PK,"Americanflat 12x18 Picture Frame with Mat for 11x17, White, 2 Pack",4,4.36,USPS Ground Advantage $2.92; UPS Ground Saver $1.44,Carrier re-rate after label $4.36
MP-METAL-HG-BV-0406-GOLD,"Americanflat Hinged 4x6 Picture Frame with Wide, Beveled Molding and Shatter-Resistant Glass - Metal Picture Frame Displays Two 4x6 Photos - Gold",3,4.36,UPS Ground Saver $2.73; USPS Ground Advantage $1.63,Carrier re-rate after label $4.36
343124438380904542,Americanflat Poster Frame - Perfect Frame for Photos and Artwork - Large Picture Frame - Polished Plexiglass - Hanging Hardware with Horizontal and Vertical Display,1,4.35,FedEx (service not itemized) $4.35,Billed above label cost $4.35
MP-PES-SHOW-7174-SOLIDSGREEN,Americanflat 71x74 Solid Green Shower Curtain - Water Resistant - Polyester Fabric,2,4.34,UPS Ground Saver $4.34,Carrier re-rate after label $4.34
OCFBAM0810GLD57,Americanflat 8x10 Metal Picture Frame with Bamboo Style Molding - Gold,1,4.33,FedEx (service not itemized) $4.33,Billed above label cost $4.33
MW0820LWOOD446,Americanflat 8x20 Collage Picture Frame in Light Wood| Displays Four 4x6 inch Photos. Shatter-Resistant Glass. Hanging Hardware Included!,3,4.32,UPS Ground Saver $4.32,Carrier re-rate after label $4.32
GSD1212BLK1010,Gallery Picture Frame with Mat | Soho Collection - 12x12 / Black / 10x10,2,4.3,FedEx (service not itemized) $4.30,Billed above label cost $4.30
OCFBAM0507SLV,Americanflat 5x7 Metal Picture Frame With Bamboo-Style Molding - Silver Bamboo Frame with Shatter-Resistant Glass - Elegant Gallery Style Frames,2,4.3,FedEx (service not itemized) $4.30,Billed above label cost $4.30
PS1114MAH8102PK,Galleria Picture Frame - 11x14 with 8x10 mat / Mahogany,5,4.28,FedEx (service not itemized) $4.28,Billed above label cost $4.28
GSD1010BLK88,Gallery Picture Frame with Mat | Soho Collection - 10x10 / Black / 8x8,4,4.28,UPS Ground Saver $3.90; FedEx (service not itemized) $0.38,Carrier re-rate after label $3.90; Billed above label cost $0.38
MP-PVC-PS-1218-BLACK-5PK,Americanflat 5 Pack of 12x18 Frames - Plexiglass Cover - Black,1,4.28,USPS Ground Advantage $4.28,Carrier re-rate after label $4.28
MP-PES-SHOW-A281P1192-7174,71x74 Blue Abstract Shower Curtain - 100% Polyester - Water-Resistant Bath Curtain,2,4.26,UPS Ground Saver $3.90; FedEx (service not itemized) $0.36,Carrier re-rate after label $3.90; Billed above label cost $0.36
571466032882548742,Americanflat Picture Frame Stand - Wall Mounted Frame Stand - Artwork and Photo Easel with Adaptive Clamps for Different Frame Profiles - Black,6,4.26,FedEx (service not itemized) $4.26,Billed above label cost $4.26
WMW1824MAH1218,Oversized Gallery Picture Frame with Mat | Hudson Collection - 18x24 / Mahogany / 12x18,2,4.2,FedEx (service not itemized) $4.20,Billed above label cost $4.20
FF0810WHT,Floating Picture Frame | Americanflat | Crystal-Clear Glass | Premium Quality - 8x10 / White,1,4.18,FedEx (service not itemized) $4.18,Billed above label cost $4.18
PS0912BLK5PKNOMAT,Americanflat 9x12 Picture Frame with Polished Plexiglass - Set of 5 - Galleria Collection - Picture Frames for Wall Display - Black - Modern,3,4.17,UPS Ground Saver $3.55; FedEx (service not itemized) $0.62,Carrier re-rate after label $3.55; Billed above label cost $0.62
LX1114WHT23,Americanflat 11x14 Picture Frame with Shatter-Resistant Glass - Use as 2x3 Frame with Mat or Display 11x14 Photo Without Mat - Signature Collection,3,4.15,FedEx (service not itemized) $4.15,Billed above label cost $4.15
MP-PVC-PS-1114-BLACK-810-2PK,Americanflat 2 Pack of 11x14 Frames with 8x10 Mat - Plexiglass Cover - Black,6,4.14,UPS Ground Saver $3.84; FedEx (service not itemized) $0.30,Carrier re-rate after label $3.84; Billed above label cost $0.30
405130966550249540,Americanflat Picture Frame with Oversized Mat,1,4.13,Global-e (service not itemized) $4.13,Billed above label cost $4.13
392143502274052105,Americanflat Picture Frame with Oversized Mat,1,4.13,Global-e (service not itemized) $4.13,Billed above label cost $4.13
LX0507MAH,Americanflat Thin Picture Frame in Mahogany with Shatter Resistant Glass Horizontal and Vertical Formats for Wall and Tabletop - 5 x 7,2,4.13,UPS Ground Saver $4.13,Carrier re-rate after label $4.13
LX1116BLKNOMAT,Americanflat 11x16 Picture Frame  - Streamline Collection - Thin Border Picture Frame for Wall Display - Hanging Hardware Included - Black,2,4.12,USPS Ground Advantage $4.12,Carrier re-rate after label $4.12
OVF0810SLV57,Heirloom Picture Frame - 8x10 / Silver / Ornate vintage frame,1,4.11,FedEx (service not itemized) $4.11,Billed above label cost $4.11
MP-MDF-WMW-1218-NAOAK-1117,Picture Frame | Wide Molding | Included Mat | Shatter-Resistant Glass | Wall Decor - 12 x 18 / Natural Oak / 11x17,1,4.09,UPS Ground Saver $4.09,Carrier re-rate after label $4.09
313769999081898015,Americanflat Floating Aluminum Picture Frame - Sleek Aluminum Photo Frame for Wall Display - Black Metal Molded Frame - Shatter Resistant Glass - Hanging Hardware,1,4.09,UPS Ground Saver $4.09,Carrier re-rate after label $4.09
MW1212WH,Signature Matted Picture Frame - 12x12 / White / 1 Pack,4,4.08,UPS Ground Saver $2.97; USPS Ground Advantage $0.89; FedEx (service not itemized) $0.22,Carrier re-rate after label $3.85; Billed above label cost $0.22
A303P087SHOW7174,Americanflat 71x74 Forest Bouquet Shower Curtain - 100% Polyester Shower Curtain,3,4.06,UPS (service not itemized) $3.15; FedEx (service not itemized) $0.91,Carrier re-rate after label $3.15; Billed above label cost $0.91
MP-WPC-GSD-1414-BLACK,"Americanflat 14x14 Gallery-Style Picture Frame to Secure Artwork, Prints, and Photos - Black",1,4.04,UPS Ground Saver $4.04,Carrier re-rate after label $4.04
PILL1616REDABST001,"Americanflat 16x16 Decorative Throw Pillow with Sewn-in Insert - Soft Square All-in-One Cushion for Sofa, Couch or Bed - Orange and White",1,4.02,FedEx (service not itemized) $4.02,Billed above label cost $4.02
SIFBLK18243PK,Fusion Picture Frame - 18x24 / Black / 3 Pack,2,4.0,UPS Ground Saver $4.00,Carrier re-rate after label $4.00
MP-WPC-GSD-1620-WHITE,"Americanflat 16x20 Gallery-Style Picture Frame to Secure Artwork, Prints, and Photos - White",2,4.0,UPS Ground Saver $4.00,Carrier re-rate after label $4.00
WB1824DFBLK,Hampton Picture Frame - 18x24 / Charcoal Black,2,4.0,UPS Ground Saver $4.00,Carrier re-rate after label $4.00
392145052757245960,Americanflat 18x24 Poster Frame - Set of 3 - Use as 8x10 Frame with Mat or 18x24 Frame Without Mat - Black,2,4.0,UPS Ground Saver $4.00,Carrier re-rate after label $4.00
355374955710038030,Americanflat 6x20 Collage Picture Frame - Fits Three 4x6 Photos or One 6x20 Picture,2,4.0,UPS Ground Saver $4.00,Carrier re-rate after label $4.00
329325489782685728,Americanflat Picture Frame with Wide Molding with Mat - Modern Wide Picture Frame - Plexiglass Cover - Hanging Hardware - Includes Easel,2,4.0,UPS Ground Saver $2.00; UPS (service not itemized) $2.00,Carrier re-rate after label $2.00; Billed above label cost $2.00
SCHL0922BLK13OP,Americanflat 9x22 School Picture Frame Pre-K to 12 - Fits Twelve 2.5x3.5 Photos and One 5x7 Photo -- K-12 Picture Frame for Wall Display - Black,2,4.0,UPS Ground Saver $4.00,Carrier re-rate after label $4.00
MP-MDF-WB-1722-BLACK,Americanflat Poster Frame 17x22 inches - Black Wooden Picture Frame with Plexiglass Cover,2,4.0,UPS Ground Saver $4.00,Carrier re-rate after label $4.00
MW1418BLK,Signature Unmatted Picture Frame - Black / 14x18 / 1 Pack,2,4.0,FedEx (service not itemized) $4.00,Billed above label cost $4.00
SIFWHT16203PK,Fusion Picture Frame - 16x20 / White / 3 Pack,2,3.99,FedEx (service not itemized) $3.99,Billed above label cost $3.99
MP-PVC-PS-0912-NAOAK-68-2PK,Americanflat 2 Pack of 9x12 Frames with 6x8 Mat - Plexiglass Cover - Natural Oak,2,3.99,UPS Ground Saver $3.69; FedEx (service not itemized) $0.30,Carrier re-rate after label $3.69; Billed above label cost $0.30
VF1114BLK810,Heirloom Picture Frame - 11x14 / Black / Vintage frame,3,3.97,FedEx (service not itemized) $3.97,Billed above label cost $3.97
MW1319OAK,Americanflat 13x19 Picture Frame in Oak - Composite Wood with Shatter Resistant Glass,1,3.97,UPS (service not itemized) $3.97,Billed above label cost $3.97
MP-MDF-CFF-0912-WHITE-246,Americanflat Floating Collage Frame - Display Two 4x6 Photos - 9x12 - White,2,3.97,USPS Ground Advantage $3.80; FedEx (service not itemized) $0.17,Carrier re-rate after label $3.80; Billed above label cost $0.17
MP-PVC-LX-1020-BLACK,Americanflat 10x20 Poster Frame - Perfect for Photos and Artwork - Black,2,3.97,UPS (service not itemized) $2.00; USPS Ground Advantage $1.97,Billed above label cost $2.00; Carrier re-rate after label $1.97
PS1723BLK13195PK,Classic Gallery Picture Frame | Set of 5 | Galleria Collection | Includes Mat - 17X23 / Black,1,3.95,FedEx (service not itemized) $3.95,Billed above label cost $3.95
MP-MDF-MW-1216-BLACK-7SET,Americanflat 7 Piece Gallery Wall Frame Set (1) 12x16 (2) 9x12 (4) 6x8 - Black,1,3.93,FedEx (service not itemized) $3.93,Billed above label cost $3.93
LX1316WHT912,Picture Frame | Includes Mat | Slim Molding | Streamline Collection - 13x16 with 9x12 Mat / White / 1 Pack,2,3.92,FedEx (service not itemized) $3.92,Billed above label cost $3.92
PFF1620BLK1114,Veranda Picture Frame | Americanflat | Fillet Accent | Acrylic Glazing | With Mat - 16x20 / Black / 11x14,4,3.92,FedEx (service not itemized) $3.92,Billed above label cost $3.92
LX1015BLKNOMAT,Streamline Picture Frame - 10x15 / Black / 1 Pack,2,3.9,FedEx (service not itemized) $3.90,Billed above label cost $3.90
ABS0406BK6PK,Metropolitan Picture Frame - 4x6 / 6 Pack / Non-Matted,1,3.9,UPS Ground Saver $3.90,Carrier re-rate after label $3.90
MP-PES-SHOW-A405P299-7174,71x74 Boho Rustic Shower Curtain - 100% Polyester - Water-Resistant Bath Curtain,1,3.9,UPS Ground Saver $3.90,Carrier re-rate after label $3.90
MW0406DWOOD3HINGE,Americanflat Hinged 3 Photo Frame in Driftwood MDF - Desk Photo Frame for 4X6 Photos - Tri Folding Picture Frame For Desk,1,3.9,UPS Ground Saver $3.90,Carrier re-rate after label $3.90
MP-PES-SHOW-A281P1706-7174,71x74 Floral Lavender Shower Curtain - 100% Polyester - Water-Resistant Bath Curtain,1,3.9,UPS Ground Saver $3.90,Carrier re-rate after label $3.90
MP-PES-SHOW-7174-PINKOMBRE,Americanflat 71x74 Ombre Pink Shower Curtain - Water Resistant - Polyester Fabric,1,3.9,UPS Ground Saver $3.90,Carrier re-rate after label $3.90
ALU1620BLK1114,Americanflat Aluminum 16x20 Picture Frame with Shatter-Resistant Glass - Use as 11x14 with Mat or 16x20 Without Mat - Brooklyn Collection - Black,3,3.88,UPS Ground Saver $3.00; FedEx (service not itemized) $0.88,Carrier re-rate after label $3.00; Billed above label cost $0.88
WB1824OAK,Gallery Poster Frame with Wood Grain Finish | Epic Collection - 18x24 / Oak,1,3.87,FedEx (service not itemized) $3.87,Billed above label cost $3.87
PILL2020GRNLINE001,"Americanflat 20x20 Decorative Throw Pillow with Sewn-in Insert - Soft Square All-in-One Cushion for Sofa, Couch or Bed - Green and White",1,3.84,FedEx (service not itemized) $3.84,Billed above label cost $3.84
WMW2434NAOAK2030,Oversized Gallery Picture Frame with Mat | Hudson Collection - 24x34 / Natural Oak / 20x30,6,3.83,FedEx (service not itemized) $3.83,Billed above label cost $3.83
WB2428BLK2024,Black Picture Frame With Mat | Plexiglass Cover | Wall Display | Modern Design - Americanflat - 24x28 / Black / 20x24,3,3.82,FedEx (service not itemized) $3.82,Billed above label cost $3.82
MP-WPC-GSD-1624-WHITE,"Americanflat 16x24 Gallery-Style Picture Frame to Secure Artwork, Prints, and Photos - White",1,3.82,USPS Ground Advantage $3.82,Carrier re-rate after label $3.82
MW1812BLKNOMAT,Picture Frame | Classic Molding | Signature Collection - Americanflat - Black / 18x12,1,3.8,USPS Ground Advantage $3.80,Carrier re-rate after label $3.80
MP-MDF-WMW-1218-BLACK-1117,Americanflat 12x18 Wide Molding Picture Frame - Black,1,3.8,USPS Ground Advantage $3.80,Carrier re-rate after label $3.80
MP-MDF-CFF-1020-WHITE-357,Americanflat Floating Collage Frame - Display Three 5x7 Photos - 10x20 - White,1,3.8,USPS Ground Advantage $3.80,Carrier re-rate after label $3.80
343098837958656028,"Americanflat Gallery-Style Picture Frame with Mat - Showcase Artwork, Prints, and Photos - Shatter Resistant Glass - Hanging Hardware with Drywall Anchor",1,3.79,UPS Ground Saver $3.79,Carrier re-rate after label $3.79
RAF1515BLK,Signature CD & Record Album Matted Picture Frame - 15x15 / Black,5,3.75,FedEx (service not itemized) $3.75,Billed above label cost $3.75
MP-PVC-PS-1319-NAOAK-1117-5PK,Americanflat 5 Pack of 13x19 Frames with 11x17 Mat - Plexiglass Cover - Natural Oak,7,3.73,FedEx (service not itemized) $3.73,Billed above label cost $3.73
MP-PS-BAM-0406-GOLD,Americanflat 4x6 Picture Frame - Gold Bamboo Frame with Faux Bamboo Design - with Easel Stand and Shatter Resistant Glass,4,3.72,UPS Ground Saver $3.72,Carrier re-rate after label $3.72
LX1711BLKNOMAT,Streamline Picture Frame - 17x11 / Black / 1 Pack,1,3.71,UPS Ground Saver $3.71,Carrier re-rate after label $3.71
DF0811PNICKEL2PK,Americanflat 11x14 Silver Diploma Frame - Displays 8.5x11 Diplomas with Mat or 11x14 Inch Without Mat - Shatter-Resistant Glass. (2 Pack),1,3.7,FedEx (service not itemized) $3.70,Billed above label cost $3.70
MP-MDF-0808-BLACK-44-2PK,Americanflat Picture Frame with Mat - Wood with Glass Cover (2 Pack),4,3.7,UPS Ground Saver $3.70,Billed above label cost $2.19; Carrier re-rate after label $1.51
MP-METAL-ROP-0406-GOLD,"Americanflat 4""x6"" Picture Frame with Rope-Style Textured Detailing and Shatter-Resistant Glass - Gallery Style Frames for Tabletop or Wall - Gold",4,3.7,UPS Ground Saver $3.60; FedEx (service not itemized) $0.10,Carrier re-rate after label $3.60; Billed above label cost $0.10
MP-PES-SHOW-A281P104-7275-SL,"Americanflat 72x75 Hookless Shower Curtain - Abstract Pink Cream Shower Curtain with Sheer Panel, Snap-In Liner, and Grommets - 100% Polyester",2,3.7,UPS (service not itemized) $3.35; UPS Ground Saver $0.34,Billed above label cost $3.35; Carrier re-rate after label $0.34
MP-MDF-WMW-0507-PINK-46,Americanflat 5x7 Wide Molding Picture Frame - Pink,1,3.69,UPS Ground Saver $3.69,Carrier re-rate after label $3.69
MP-ALU-FF-0810-PNICKEL,Americanflat Floating Aluminum & Plexiglass Frame - 8x10 - Silver,1,3.69,UPS Ground Saver $3.69,Carrier re-rate after label $3.69
MP-MDF-MW-0816-BLACK-57-3OP,Americanflat 8x16 Collage Picture Frame to Display 3 Photos at Once - Black,1,3.69,UPS Ground Saver $3.69,Carrier re-rate after label $3.69
LX2234BLKNOMAT,Picture Frame | Slim Molding | Streamline Collection - 22x34 / Black,2,3.68,FedEx (service not itemized) $3.68,Billed above label cost $3.68
A271P131SHOW7174,"Americanflat 71 x 74 Shower Curtain, Black Ombre by Emanuela Carratoni",2,3.67,UPS Ground Saver $3.67,Carrier re-rate after label $3.67
MP-PVC-PS-0812-GOLD-68-2PK,Americanflat 2 Pack of 8x12 Frames with 6x8 Mat - Plexiglass Cover - Gold,1,3.65,USPS Ground Advantage $3.65,Carrier re-rate after label $3.65
PS1319NAOAK11172PK,Americanflat 13x19 Picture Frame with Polished Plexiglass - Set of 2 - 11x17 with Mat or 13x19 Without Mat - Galleria - Natural Oak,7,3.65,FedEx (service not itemized) $3.65,Billed above label cost $3.65
GSK1114BLK12PK,Gallery Wall Set - 11x14 / Black / 12 Pack,2,3.65,FedEx (service not itemized) $3.65,Billed above label cost $3.65
